# Hour	Dry Bulb Temperature {C}	Direct Normal Radiation {Wh/m2}	Diffuse Horizontal Radiation {Wh/m2}
1	26.3	0	0
2	26.1	0	0
3	26.1	0	0
4	25.7	0	0
5	25.5	0	0
6	25.7	2	20
7	25.9	4	84
8	26.2	6	167
9	26	8	250
10	27	9	316
11	27.3	9	358
12	28.6	8	372
13	27.5	9	358
14	27.4	9	318
15	26.1	9	255
16	26.9	7	176
17	26.6	5	94
18	27	2	28
19	26.2	0	0
20	26	0	0
21	26	0	0
22	25.8	0	0
23	25.7	0	0
24	25	0	0
1	25.4	0	0
2	25.2	0	0
3	25.7	0	0
4	25.1	0	0
5	25.4	0	0
6	25.6	1	15
7	26.3	2	65
8	27	3	134
9	27.2	4	205
10	28.2	5	266
11	28.6	5	305
12	29.5	4	319
13	28.8	5	306
14	28.6	5	267
15	27.6	4	209
16	28	3	140
17	27.7	2	73
18	28	1	21
19	27.4	0	0
20	27.3	0	0
21	26.8	0	0
22	27.1	0	0
23	26.9	0	0
24	27	0	0
1	26.2	0	0
2	25.9	0	0
3	25.4	0	0
4	25.5	0	0
5	25.7	0	0
6	26	4	28
7	26.7	11	114
8	27.5	19	220
9	28.5	25	319
10	28.9	26	394
11	29.3	23	440
12	29.3	21	456
13	29.2	23	441
14	28.8	26	397
15	28	26	326
16	27.5	22	233
17	27	14	129
18	27	6	40
19	26.4	0	1
20	26.3	0	0
21	26	0	0
22	26.5	0	0
23	26.6	0	0
24	26.9	0	0
1	26.8	0	0
2	26.6	0	0
3	26.4	0	0
4	26.2	0	0
5	26.3	0	0
6	26.6	2	19
7	26.9	3	80
8	27.5	6	162
9	27.9	7	243
10	28.6	8	309
11	28.8	8	350
12	29	7	365
13	28.6	8	351
14	28.1	8	311
15	27.1	8	249
16	26.8	6	171
17	26.4	4	92
18	26.7	2	27
19	26.1	0	0
20	26.2	0	0
21	26	0	0
22	26.5	0	0
23	26.4	0	0
24	25.8	0	0
1	25.6	0	0
2	25	0	0
3	25.3	0	0
4	23.9	0	0
5	23.9	0	0
6	23.4	41	48
7	25.1	223	155
8	26.4	406	220
9	27.9	472	280
10	29.4	435	363
11	30.6	363	450
12	32.2	316	499
13	31.8	347	462
14	31.6	419	376
15	30.2	473	285
16	30.2	441	218
17	29.2	286	161
18	28.8	81	68
19	27.7	0	1
20	27.2	0	0
21	26.8	0	0
22	26.7	0	0
23	26.5	0	0
24	26.3	0	0
1	26	0	0
2	25.5	0	0
3	25.3	0	0
4	24.9	0	0
5	24.9	0	0
6	25	41	45
7	26.2	589	95
8	27.2	862	89
9	28.8	932	103
10	29.6	885	151
11	30.5	792	222
12	30.9	729	273
13	31.1	769	236
14	30.8	860	162
15	30	922	106
16	29.4	890	82
17	28.6	687	84
18	28.2	211	59
19	27.5	0	1
20	27.2	0	0
21	26.9	0	0
22	26.8	0	0
23	26.5	0	0
24	26	0	0
1	25.3	0	0
2	24.6	0	0
3	24.3	0	0
4	23.8	0	0
5	24	0	0
6	24.3	40	46
7	25.7	500	110
8	27.1	771	113
9	29	845	133
10	30	797	189
11	31	702	270
12	31.2	637	325
13	31.5	677	286
14	31	770	204
15	30.4	835	137
16	29.2	803	106
17	28.3	599	101
18	27.6	177	63
19	27.2	0	1
20	27	0	0
21	26.8	0	0
22	26.7	0	0
23	26.3	0	0
24	25.3	0	0
1	24.7	0	0
2	23.7	0	0
3	23.8	0	0
4	22.1	0	0
5	22	0	0
6	21	39	40
7	23.7	710	73
8	25.4	980	60
9	28.6	1047	68
10	29.1	1003	104
11	30.6	915	161
12	31	853	206
13	32	890	175
14	31.8	974	115
15	31.1	1033	72
16	30.2	1004	56
17	29.3	809	62
18	28.8	267	52
19	27.8	0	1
20	27.5	0	0
21	26.9	0	0
22	27	0	0
23	26.6	0	0
24	26.2	0	0
1	25.5	0	0
2	24.6	0	0
3	24	0	0
4	23.2	0	0
5	23.1	0	0
6	23.2	38	41
7	24.6	658	81
8	26.1	934	70
9	28.3	1003	80
10	29.4	958	120
11	30.7	868	184
12	31.2	803	233
13	31.7	840	200
14	31.4	927	134
15	30.4	989	85
16	29.9	959	66
17	29.1	762	70
18	29.4	245	55
19	28.1	0	1
20	28	0	0
21	27.1	0	0
22	27.7	0	0
23	27.3	0	0
24	26.3	0	0
1	25.7	0	0
2	24.7	0	0
3	25	0	0
4	23.3	0	0
5	23.2	0	0
6	22.2	6	26
7	24.6	13	115
8	26.1	24	225
9	28.4	31	327
10	29.2	31	405
11	30.3	28	452
12	31.2	24	469
13	30.8	26	454
14	30.1	30	410
15	28.2	31	339
16	27.7	27	243
17	26.5	17	137
18	26	7	43
19	25.2	0	1
20	25.1	0	0
21	25.8	0	0
22	25.8	0	0
23	26.2	0	0
24	25.9	0	0
1	26.6	0	0
2	26.4	0	0
3	26.1	0	0
4	25.8	0	0
5	25.8	0	0
6	26.8	36	44
7	27	259	146
8	28.1	470	198
9	28.8	545	248
10	30.7	505	328
11	31.7	422	419
12	32.6	366	476
13	32.4	397	438
14	32.1	475	350
15	31	535	260
16	30.5	507	199
17	29.7	340	153
18	29.7	96	69
19	28.7	0	1
20	28.6	0	0
21	28.2	0	0
22	28.7	0	0
23	28.6	0	0
24	28.2	0	0
1	27.7	0	0
2	27.3	0	0
3	27.1	0	0
4	26.7	0	0
5	26.7	0	0
6	27.1	15	36
7	27.7	61	150
8	28.6	123	270
9	28.9	154	373
10	30.4	145	461
11	30.9	120	525
12	32	101	554
13	30.7	111	533
14	30	135	474
15	28.6	152	389
16	28	138	290
17	27.1	84	177
18	26.1	31	61
19	26.2	0	1
20	26.3	0	0
21	27.4	0	0
22	27.1	0	0
23	27.5	0	0
24	27.4	0	0
1	27.6	0	0
2	27.4	0	0
3	27	0	0
4	26.8	0	0
5	26.7	0	0
6	27	34	43
7	27.5	378	126
8	28.4	637	148
9	29.4	717	179
10	30.4	672	247
11	31.3	577	337
12	32	508	399
13	31.9	544	360
14	31.6	634	271
15	30.4	702	191
16	30.2	673	146
17	29.4	482	126
18	29.5	139	68
19	28.2	0	1
20	27.8	0	0
21	27.1	0	0
22	27.4	0	0
23	27.1	0	0
24	26.7	0	0
1	26.2	0	0
2	25.8	0	0
3	26	0	0
4	25.4	0	0
5	25.6	0	0
6	25.6	33	40
7	27.2	531	100
8	28.5	815	98
9	30	893	114
10	31	847	165
11	31.9	751	243
12	32.8	679	302
13	32.6	716	266
14	32.3	807	187
15	31.2	874	124
16	31	847	95
17	30.2	649	92
18	29.8	199	62
19	28.8	0	1
20	28.3	0	0
21	27.8	0	0
22	27.5	0	0
23	27.1	0	0
24	26.4	0	0
1	26.2	0	0
2	25.7	0	0
3	25.8	0	0
4	25.3	0	0
5	25.6	0	0
6	25.7	32	41
7	27.3	346	130
8	28.6	599	158
9	30.5	681	192
10	31.3	636	263
11	32.3	542	355
12	32.8	473	418
13	32.8	508	380
14	32.3	595	291
15	31.1	663	207
16	30.5	636	158
17	29.6	450	133
18	29.2	129	69
19	28.3	0	1
20	28	0	0
21	28	0	0
22	27.9	0	0
23	27.9	0	0
24	27.2	0	0
1	27.3	0	0
2	26.9	0	0
3	26.8	0	0
4	26.2	0	0
5	26.3	0	0
6	26.7	31	40
7	27.6	393	121
8	28.7	661	140
9	29.9	744	167
10	31.5	699	233
11	32.7	602	322
12	33.8	530	387
13	33.8	565	349
14	33.7	655	261
15	32.8	725	182
16	32.4	698	139
17	31.4	506	121
18	31	147	67
19	29.7	0	1
20	29.1	0	0
21	28.2	0	0
22	28.3	0	0
23	28.1	0	0
24	28	0	0
1	27.4	0	0
2	27.1	0	0
3	26.9	0	0
4	26.8	0	0
5	27	0	0
6	26.9	31	39
7	28.1	377	123
8	29.1	642	145
9	30.7	726	174
10	31.2	681	241
11	32	584	332
12	32.4	512	397
13	32.8	546	359
14	32.7	636	271
15	32	705	190
16	31.5	679	145
17	30.8	490	125
18	30.4	142	68
19	29.4	0	1
20	29	0	0
21	28.4	0	0
22	28.4	0	0
23	28.2	0	0
24	28	0	0
1	27.7	0	0
2	27.4	0	0
3	27.3	0	0
4	27	0	0
5	27.1	0	0
6	27	30	37
7	28.1	512	100
8	29	802	101
9	30.5	883	116
10	30.9	838	168
11	31.6	740	247
12	31.8	664	310
13	32.3	699	275
14	32.1	791	195
15	31.4	860	129
16	30.9	835	98
17	30.2	639	94
18	30.1	196	62
19	29	0	1
20	28.7	0	0
21	28	0	0
22	28.3	0	0
23	28.1	0	0
24	27.9	0	0
1	27.7	0	0
2	27.4	0	0
3	27.1	0	0
4	26.8	0	0
5	26.7	0	0
6	26.8	29	37
7	27.3	426	114
8	28	706	126
9	29	791	149
10	29.9	745	210
11	30.7	646	297
12	31.2	570	363
13	31.6	605	327
14	31.4	696	241
15	30.8	767	165
16	30.1	742	126
17	29.3	549	113
18	28.8	163	66
19	27.9	0	1
20	27.5	0	0
21	27.1	0	0
22	27.3	0	0
23	27.4	0	0
24	27	0	0
1	27.3	0	0
2	26.9	0	0
3	27.2	0	0
4	25.7	0	0
5	25.2	0	0
6	24.2	8	26
7	24.9	29	128
8	25.3	58	251
9	26.2	76	361
10	27	74	446
11	28	62	502
12	29.1	52	525
13	29.5	56	508
14	29.9	66	459
15	29.6	73	382
16	29.6	65	280
17	29.1	41	164
18	28.9	16	54
19	28.1	0	1
20	27.7	0	0
21	27.1	0	0
22	27.2	0	0
23	27	0	0
24	27	0	0
1	26.5	0	0
2	26.1	0	0
3	26.1	0	0
4	25.5	0	0
5	25.6	0	0
6	25.3	27	32
7	26.6	686	70
8	27.6	978	58
9	29.2	1054	64
10	30.1	1014	98
11	31.1	922	156
12	32	850	208
13	32.1	880	180
14	32	965	119
15	31	1028	73
16	30.6	1006	55
17	29.7	821	60
18	29.1	276	52
19	28.1	0	1
20	27.6	0	0
21	27.2	0	0
22	27.1	0	0
23	27	0	0
24	26.8	0	0
1	26.6	0	0
2	26.2	0	0
3	26.2	0	0
4	25.7	0	0
5	25.8	0	0
6	25.8	26	29
7	27	752	60
8	28.1	1040	45
9	29.7	1100	50
10	30.5	1075	77
11	31.4	987	127
12	31.8	917	173
13	32.2	946	149
14	32	1026	96
15	31.4	1087	58
16	30.6	1066	43
17	29.7	886	49
18	29.1	309	47
19	28.4	0	1
20	28	0	0
21	27.9	0	0
22	27.7	0	0
23	27.6	0	0
24	27.1	0	0
1	27.1	0	0
2	26.7	0	0
3	27	0	0
4	26.3	0	0
5	26.5	0	0
6	26.4	25	31
7	27.7	668	72
8	28.7	965	60
9	29.9	1043	67
10	30.8	1003	101
11	31.5	910	161
12	32.2	835	215
13	32	865	187
14	31.7	951	124
15	30.7	1016	77
16	30.4	994	58
17	29.8	809	62
18	29.6	270	52
19	28.9	0	1
20	28.7	0	0
21	28.4	0	0
22	28.7	0	0
23	28.6	0	0
24	28.6	0	0
1	28	0	0
2	27.6	0	0
3	27.2	0	0
4	27	0	0
5	27.1	0	0
6	27.4	25	33
7	28.2	426	110
8	29.2	715	121
9	30	803	142
10	31.1	759	202
11	31.7	658	290
12	32.7	578	359
13	32	610	324
14	31.6	702	238
15	30	774	162
16	30.3	752	123
17	29.6	561	110
18	30	167	65
19	28.9	0	1
20	28.8	0	0
21	28.4	0	0
22	28.6	0	0
23	28.3	0	0
24	27.7	0	0
1	27.1	0	0
2	26.4	0	0
3	26	0	0
4	25.2	0	0
5	24.9	0	0
6	25	1	9
7	25.3	2	53
8	25.9	3	119
9	25.9	4	190
10	27.2	4	251
11	27.7	4	292
12	29	4	306
13	27.9	4	293
14	27.5	4	255
15	26.1	3	199
16	26.1	3	134
17	25.4	2	69
18	25	1	20
19	24.3	0	0
20	24	0	0
21	23.9	0	0
22	23.8	0	0
23	23.8	0	0
24	23.8	0	0
1	23.6	0	0
2	23.6	0	0
3	23.1	0	0
4	23.4	0	0
5	23.3	0	0
6	23.2	0	2
7	23.3	0	16
8	23.5	0	46
9	24.3	1	89
10	24	1	135
11	24.3	1	170
12	24.1	1	183
13	24.6	1	170
14	24.7	1	135
15	24.4	1	90
16	24.6	0	48
17	24.6	0	18
18	25	0	4
19	24.5	0	0
20	24.6	0	0
21	24.7	0	0
22	24.7	0	0
23	24.7	0	0
24	24.1	0	0
1	24.5	0	0
2	24.3	0	0
3	24.1	0	0
4	23.9	0	0
5	23.8	0	0
6	24.4	0	4
7	24	0	27
8	24.4	1	67
9	24.5	1	118
10	25.7	1	169
11	26.4	1	205
12	27	1	219
13	27.7	1	206
14	28	1	170
15	28.6	1	122
16	28	1	73
17	27.7	0	33
18	26.9	0	8
19	26.7	0	0
20	26.3	0	0
21	25.9	0	0
22	25.5	0	0
23	25.2	0	0
24	24.9	0	0
1	24.8	0	0
2	24.6	0	0
3	24.6	0	0
4	24.2	0	0
5	24.2	0	0
6	24.2	21	29
7	24.7	177	139
8	25.3	359	217
9	25.9	437	281
10	26.9	405	367
11	27.8	331	459
12	28.8	274	517
13	29.1	294	489
14	29.3	357	408
15	29.1	412	313
16	29	393	236
17	28.5	259	167
18	28.1	75	68
19	27.4	0	1
20	26.8	0	0
21	26	0	0
22	26	0	0
23	25.7	0	0
24	26	0	0
1	25.1	0	0
2	24.7	0	0
3	23.7	0	0
4	23.8	0	0
5	23.6	0	0
6	24	6	20
7	23.8	25	118
8	24.3	52	240
9	24.6	69	352
10	26	67	438
11	26.9	56	494
12	28.3	46	517
13	28.2	49	501
14	28.5	58	454
15	28	64	378
16	28.1	58	277
17	27.6	36	160
18	27	15	51
19	26.4	0	1
20	25.9	0	0
21	26	0	0
22	25.1	0	0
23	24.8	0	0
24	23.8	0	0
1	24.3	0	0
2	24.1	0	0
3	24.4	0	0
4	24	0	0
5	24.2	0	0
6	24.9	15	24
7	25.5	77	136
8	26.5	166	253
9	27	213	351
10	28.7	199	443
11	29.7	161	517
12	31.1	131	555
13	30.8	140	535
14	30.8	171	472
15	30	198	384
16	30	185	287
17	29.3	116	180
18	29	41	63
19	28	0	1
20	27.6	0	0
21	27.1	0	0
22	26.9	0	0
23	26.7	0	0
24	26.4	0	0
1	26.3	0	0
2	26	0	0
3	25.8	0	0
4	25.5	0	0
5	25.5	0	0
6	25.6	12	23
7	26	59	132
8	26.6	126	254
9	27.3	163	359
10	28.3	154	451
11	29.1	125	519
12	30.1	102	552
13	30.1	108	534
14	30.2	132	476
15	29.6	151	392
16	29.6	140	291
17	29.1	87	178
18	28.8	33	60
19	28	0	1
20	27.7	0	0
21	27.5	0	0
22	27.4	0	0
23	27.3	0	0
24	27.2	0	0
1	26	0	0
2	25.2	0	0
3	23.5	0	0
4	23.5	0	0
5	23.3	0	0
6	23.7	18	27
7	24.6	395	108
8	25.8	689	124
9	27.9	784	146
10	28.6	741	208
11	29.8	638	298
12	30.4	556	368
13	31.2	583	338
14	31.2	674	251
15	30.4	749	172
16	30.3	729	129
17	29.5	541	113
18	29	158	63
19	28	0	1
20	27.5	0	0
21	27.8	0	0
22	26.5	0	0
23	26.1	0	0
24	24.2	0	0
1	25.1	0	0
2	24.5	0	0
3	24.8	0	0
4	23.7	0	0
5	23.6	0	0
6	24.1	7	19
7	24.2	32	120
8	24.9	68	244
9	25.2	90	356
10	26.7	87	445
11	27.6	72	504
12	28.3	59	529
13	28.6	62	513
14	28.7	74	464
15	28.8	83	386
16	28.2	75	284
17	27.6	47	166
18	27.2	19	53
19	26.5	0	0
20	25.9	0	0
21	24.9	0	0
22	24.9	0	0
23	24.4	0	0
24	24.2	0	0
1	23.7	0	0
2	23.4	0	0
3	23.3	0	0
4	23.1	0	0
5	23.3	0	0
6	23.4	17	26
7	24.2	276	123
8	24.9	530	167
9	25.7	624	206
10	26.6	584	281
11	27.4	488	377
12	28.3	414	446
13	28.3	436	418
14	28.4	519	329
15	28	589	238
16	27.9	571	179
17	27.4	399	141
18	27	112	66
19	26.6	0	1
20	26.2	0	0
21	25.9	0	0
22	25.8	0	0
23	25.6	0	0
24	25.7	0	0
1	25.2	0	0
2	24.9	0	0
3	24.3	0	0
4	24.3	0	0
5	24.3	0	0
6	24.5	16	22
7	25	84	132
8	25.7	183	247
9	27.1	235	343
10	27.7	220	435
11	28.6	177	511
12	28.8	144	552
13	29.8	153	532
14	29.9	187	468
15	30	217	379
16	29.3	203	282
17	28.8	128	178
18	28.3	42	62
19	27.9	0	0
20	27.6	0	0
21	27.5	0	0
22	27.4	0	0
23	27.4	0	0
24	27.1	0	0
1	27.2	0	0
2	27	0	0
3	26.8	0	0
4	26.5	0	0
5	26.3	0	0
6	26.4	15	22
7	26.4	125	133
8	26.8	269	231
9	27	339	311
10	28.2	315	401
11	28.9	254	488
12	30	208	538
13	30.1	220	516
14	30.2	269	442
15	30.1	314	349
16	29.8	298	261
17	29.2	191	174
18	28.2	56	64
19	28.1	0	0
20	27.5	0	0
21	27.7	0	0
22	26.8	0	0
23	26.5	0	0
24	25.9	0	0
1	25.8	0	0
2	25.3	0	0
3	24.4	0	0
4	24.2	0	0
5	23.8	0	0
6	24.1	1	8
7	23.7	3	60
8	24.2	5	139
9	24.9	7	221
10	25.8	7	288
11	26.7	7	331
12	26.8	6	346
13	28.2	6	332
14	28.5	6	294
15	29.4	6	235
16	28.3	5	161
17	27.8	3	86
18	27	2	24
19	26.9	0	0
20	26.5	0	0
21	26.1	0	0
22	26.1	0	0
23	26	0	0
24	25.8	0	0
1	25.8	0	0
2	25.6	0	0
3	26	0	0
4	25.1	0	0
5	25.1	0	0
6	24.3	14	22
7	25.7	193	128
8	26.5	399	199
9	28.1	487	256
10	28.5	453	340
11	29.4	370	435
12	30	308	497
13	30.5	325	472
14	30.5	393	389
15	30	454	293
16	29.7	436	220
17	29	291	159
18	28.7	80	64
19	28	0	0
20	27.9	0	0
21	27.8	0	0
22	28	0	0
23	28.1	0	0
24	28	0	0
1	28	0	0
2	27.6	0	0
3	27.2	0	0
4	26.2	0	0
5	25.7	0	0
6	25.3	14	22
7	25.4	173	128
8	25.9	363	207
9	26.5	448	270
10	27.8	416	356
11	28.9	338	450
12	30.1	280	509
13	30.6	295	485
14	31	359	404
15	31	416	309
16	30.7	399	231
17	30.3	263	163
18	29.6	66	63
19	29.2	0	0
20	28.9	0	0
21	28.7	0	0
22	28.5	0	0
23	28.4	0	0
24	28.2	0	0
1	27.9	0	0
2	27.6	0	0
3	27.3	0	0
4	26.9	0	0
5	26.8	0	0
6	26.4	13	22
7	27.5	389	103
8	28.3	693	119
9	30.2	793	140
10	30.5	751	200
11	31.5	647	290
12	31.7	564	359
13	32.7	587	333
14	32.6	678	247
15	32.3	754	167
16	31.6	736	125
17	30.8	545	110
18	30.3	65	59
19	29.5	0	0
20	29.2	0	0
21	29	0	0
22	28.9	0	0
23	28.8	0	0
24	28.4	0	0
1	28.5	0	0
2	28.1	0	0
3	27.8	0	0
4	27.2	0	0
5	27.1	0	0
6	27.4	12	19
7	27.8	106	128
8	28.6	233	234
9	29.7	299	320
10	30.6	278	412
11	31.4	223	495
12	31	183	542
13	31.7	192	522
14	31.1	235	452
15	31.4	274	360
16	29.1	260	268
17	27.9	164	174
18	26.2	48	60
19	26.5	0	0
20	26.4	0	0
21	26.9	0	0
22	27.1	0	0
23	27.6	0	0
24	27.8	0	0
1	28.1	0	0
2	27.9	0	0
3	27.9	0	0
4	27	0	0
5	26.5	0	0
6	25.9	12	18
7	26.2	100	127
8	26.6	221	236
9	27.3	284	324
10	28.2	265	416
11	29.1	212	498
12	29.8	174	543
13	30.1	183	524
14	30.1	223	455
15	30.3	260	364
16	29	246	271
17	28.2	155	174
18	26.1	46	59
19	26.7	0	0
20	26.3	0	0
21	27.3	0	0
22	26.1	0	0
23	26.2	0	0
24	25.7	0	0
1	26	0	0
2	25.9	0	0
3	25.9	0	0
4	25.6	0	0
5	25.6	0	0
6	25.3	11	20
7	26.3	362	104
8	27	662	126
9	28.5	764	149
10	28.9	722	212
11	29.8	618	303
12	30.3	537	372
13	30.7	559	347
14	30.6	649	260
15	29.8	725	178
16	29.6	706	133
17	28.9	516	114
18	28.8	62	58
19	27.6	0	0
20	27.1	0	0
21	26.3	0	0
22	26.7	0	0
23	26.6	0	0
24	26.9	0	0
1	26.1	0	0
2	25.8	0	0
3	25.3	0	0
4	25.3	0	0
5	25.4	0	0
6	25.4	11	20
7	26.5	397	98
8	27.4	707	114
9	29.4	809	133
10	29.8	768	191
11	30.8	663	279
12	31	581	347
13	32	602	322
14	31.9	693	238
15	31.3	770	160
16	30.9	751	119
17	30.2	558	105
18	30.3	61	56
19	28.9	0	0
20	28.5	0	0
21	27.7	0	0
22	28	0	0
23	27.8	0	0
24	26.9	0	0
1	27	0	0
2	26.4	0	0
3	26.9	0	0
4	25.1	0	0
5	24.7	0	0
6	23.7	10	18
7	25	150	124
8	25.7	325	212
9	27	407	281
10	28.2	379	369
11	29.5	306	461
12	31	254	515
13	31.2	266	494
14	31.5	323	416
15	30.8	376	321
16	30.9	359	239
17	30.2	232	164
18	29.8	62	59
19	28.8	0	0
20	28.3	0	0
21	27.8	0	0
22	27.8	0	0
23	27.7	0	0
24	27.7	0	0
1	27.3	0	0
2	27	0	0
3	26.6	0	0
4	26.3	0	0
5	26.2	0	0
6	26.1	10	17
7	27	417	68
8	27.9	936	59
9	29.6	1029	65
10	30.2	991	99
11	31.4	894	161
12	31.8	816	215
13	32.8	837	196
14	32.8	923	131
15	32.5	993	80
16	31.7	974	59
17	30.8	785	62
18	30.1	58	44
19	29	0	0
20	28.4	0	0
21	27.6	0	0
22	27.8	0	0
23	27.7	0	0
24	27.9	0	0
1	27.5	0	0
2	27.3	0	0
3	27.6	0	0
4	27.2	0	0
5	27.4	0	0
6	27	9	18
7	28.3	268	104
8	29.1	636	131
9	30.6	741	156
10	30.8	699	220
11	31.5	596	313
12	31.8	517	381
13	32.2	537	357
14	32.2	625	270
15	31.8	701	186
16	31.4	682	139
17	30.9	491	117
18	30.7	57	55
19	30	0	0
20	29.7	0	0
21	29	0	0
22	29.1	0	0
23	28.8	0	0
24	28.7	0	0
1	27.8	0	0
2	27.3	0	0
3	26.9	0	0
4	26.5	0	0
5	26.5	0	0
6	26.3	5	12
7	27.5	24	102
8	28.3	51	225
9	29.8	70	339
10	30.1	68	427
11	30.7	57	484
12	30.9	47	506
13	31	49	492
14	30.6	57	446
15	29.5	63	370
16	29.4	57	268
17	28.7	35	151
18	29	15	43
19	27.8	0	0
20	27.6	0	0
21	27	0	0
22	27.4	0	0
23	27.2	0	0
24	26.9	0	0
1	26.6	0	0
2	26.1	0	0
3	26.1	0	0
4	25.4	0	0
5	25.5	0	0
6	25.4	9	16
7	26.7	120	122
8	27.7	268	221
9	29.2	342	301
10	29.8	319	391
11	30.6	256	478
12	30.8	212	526
13	31	222	507
14	30.7	270	435
15	30	315	341
16	29.2	298	253
17	28.5	188	165
18	28.2	50	55
19	27.5	0	0
20	27.3	0	0
21	26.9	0	0
22	27.3	0	0
23	27.2	0	0
24	27.2	0	0
1	26.8	0	0
2	26.4	0	0
3	26	0	0
4	25.6	0	0
5	25.5	0	0
6	25.4	8	15
7	26.2	121	121
8	26.9	270	220
9	28.2	346	299
10	28.8	322	389
11	29.6	259	476
12	29.9	215	525
13	30.2	224	505
14	30	273	433
15	29.4	319	339
16	28.9	301	251
17	28.3	190	164
18	28	49	54
19	27.5	0	0
20	27.4	0	0
21	27	0	0
22	27.4	0	0
23	27.2	0	0
24	27.5	0	0
1	26.2	0	0
2	25.5	0	0
3	24	0	0
4	24.1	0	0
5	23.7	0	0
6	24.2	8	16
7	24.2	253	103
8	25	611	135
9	26.2	717	163
10	27.5	676	229
11	28.7	574	322
12	29.4	497	388
13	30.4	516	365
14	30.7	603	278
15	30.8	678	193
16	30.2	657	144
17	29.7	466	119
18	29.3	52	52
19	28.6	0	0
20	28.3	0	0
21	27.6	0	0
22	27.9	0	0
23	27.7	0	0
24	27.7	0	0
1	27.3	0	0
2	27.1	0	0
3	27.2	0	0
4	26.6	0	0
5	26.5	0	0
6	25.8	7	12
7	27.1	46	111
8	27.7	104	236
9	29.1	140	346
10	29.2	133	438
11	29.9	108	504
12	30.4	89	533
13	30.7	93	518
14	30.7	111	465
15	30.1	128	381
16	29.8	117	279
17	29.2	71	162
18	28.4	22	45
19	28.1	0	0
20	27.6	0	0
21	28.2	0	0
22	26.9	0	0
23	26.6	0	0
24	25.1	0	0
1	25.7	0	0
2	25.3	0	0
3	25.9	0	0
4	25	0	0
5	25.3	0	0
6	25.5	7	15
7	26.8	188	113
8	28	451	176
9	29.6	551	223
10	30.7	515	302
11	31.8	425	398
12	32.3	360	459
13	33	375	437
14	32.9	449	353
15	32.7	516	259
16	31.8	494	193
17	30.8	328	142
18	30	49	52
19	28.8	0	0
20	27.9	0	0
21	26.6	0	0
22	26.4	0	0
23	25.9	0	0
24	25.8	0	0
1	25	0	0
2	24.9	0	0
3	25.4	0	0
4	25.3	0	0
5	25.8	0	0
6	25.6	3	8
7	27.3	11	82
8	28.1	22	193
9	29.2	30	299
10	29.3	31	382
11	29.7	27	432
12	30	23	449
13	29.7	24	436
14	29.5	26	394
15	28.9	28	324
16	28.8	24	229
17	28.5	15	123
18	28.1	7	31
19	27.8	0	0
20	27.5	0	0
21	27.3	0	0
22	26.8	0	0
23	26.5	0	0
24	26.2	0	0
1	25.9	0	0
2	25.8	0	0
3	26	0	0
4	26.1	0	0
5	26.4	0	0
6	26	1	7
7	27.4	5	67
8	27.8	10	162
9	29.7	14	257
10	28.1	15	332
11	27.9	14	378
12	26.2	12	394
13	27.1	12	380
14	26.5	13	341
15	26.3	13	276
16	25.8	11	192
17	25.8	7	100
18	26.6	4	25
19	26.1	0	0
20	26.5	0	0
21	26.1	0	0
22	26.8	0	0
23	26.7	0	0
24	26.4	0	0
1	25.9	0	0
2	25.4	0	0
3	25.3	0	0
4	24.6	0	0
5	24.5	0	0
6	24.4	0	4
7	24.9	1	41
8	25.3	2	106
9	25.8	4	177
10	26.5	4	239
11	27.1	4	279
12	27.6	4	293
13	27.9	4	280
14	28.1	4	243
15	28.4	3	188
16	28.3	3	123
17	28.2	2	60
18	28.1	1	14
19	27.8	0	0
20	27.5	0	0
21	26.8	0	0
22	26.7	0	0
23	26.3	0	0
24	26	0	0
1	25.6	0	0
2	25.4	0	0
3	25.6	0	0
4	25.4	0	0
5	25.5	0	0
6	25	0	3
7	26	1	35
8	26.3	2	92
9	27.2	2	157
10	26.7	3	216
11	26.7	3	256
12	26.6	3	269
13	26.3	3	256
14	26	3	220
15	24.9	2	166
16	25	2	106
17	24.5	1	51
18	24.7	1	12
19	23.8	0	0
20	23.6	0	0
21	23.2	0	0
22	23.3	0	0
23	23.2	0	0
24	23.2	0	0
1	23	0	0
2	22.8	0	0
3	22.4	0	0
4	22.5	0	0
5	22.4	0	0
6	22.4	2	7
7	22.6	7	72
8	23	14	173
9	24.2	20	274
10	24.3	21	352
11	25.1	19	399
12	25.2	16	416
13	26.5	16	402
14	26.9	18	362
15	27.1	18	295
16	27.3	16	205
17	27.1	10	107
18	27.8	6	26
19	26.6	0	0
20	26.3	0	0
21	25.1	0	0
22	25.7	0	0
23	25.4	0	0
24	25.2	0	0
1	24.8	0	0
2	24.5	0	0
3	24.6	0	0
4	24	0	0
5	23.9	0	0
6	23.8	5	13
7	24.9	310	85
8	25.9	755	95
9	27.5	861	109
10	28.7	821	160
11	30.2	718	240
12	31.3	641	300
13	32.4	662	278
14	33	753	200
15	32.8	827	130
16	32.7	801	97
17	31.9	590	89
18	32	41	40
19	29.8	0	0
20	28.7	0	0
21	26.8	0	0
22	27.3	0	0
23	26.8	0	0
24	26.9	0	0
1	26.8	0	0
2	26.8	0	0
3	26.8	0	0
4	26.3	0	0
5	26.4	0	0
6	26.1	5	13
7	27.2	244	98
8	28.1	604	132
9	29	713	159
10	29.7	673	225
11	30.5	572	316
12	31	500	377
13	31	520	354
